Label Ep_x Ep_y Ep_z Ev_x Ev_y Ev_z t_t m_0 |Delta_a| |Delta_e| cos(Delta_i) Delta_Omega Delta_omega Delta_theta Datatype
0.000000000000000000e+00 2.862505635413946533e+10 4.620624291449699402e+10 1.125415087141053581e+10 -2.332169106938139521e+03 -1.718566958589428395e+03 5.745406623358864636e+03 5.180060535059922934e+07 8.230962077119514788e+02 6.526816948885699463e+10 2.011199295845381707e-01 9.801710348296143183e-01 -1.282565733978276334e+00 -2.790638744138286054e+00 -4.920306327696559734e-01 0.000000000000000000e+00
0.000000000000000000e+00 -1.801060447109610596e+11 -3.008299266590709229e+11 1.126573077682328987e+10 4.867709282474747306e+04 -1.843525382505040398e+04 -1.042687153912946997e+03 3.055074793205530941e+07 7.915598341639938553e+02 8.079923638564340210e+10 7.224701536526151324e-02 9.989934728404183950e-01 4.531450595140709137e-01 -1.914257377391239467e+00 2.530855216778277850e+00 0.000000000000000000e+00
0.000000000000000000e+00 3.574507951343576050e+10 2.545361910349606934e+11 5.484375515204283714e+09 -3.335886995082563953e+04 -1.209991215495465440e+02 7.030493091743257992e+02 6.864315155755133927e+07 8.458021973334992936e+02 5.650804829672125244e+10 6.144002354112026998e-03 9.996631665756723351e-01 9.175442831652060871e-01 -1.481509556018830276e+00 -1.535120583246795789e+00 0.000000000000000000e+00
0.000000000000000000e+00 -2.952151369038605347e+11 -2.500894235801764526e+11 7.238127449699893188e+10 4.311750347425988002e+04 -3.276626877049183531e+04 -4.870319555104127176e+03 2.265042924814146012e+07 7.794881298961067841e+02 1.412687705375954590e+11 1.689763859947803759e-01 9.624165662920993736e-01 -1.167819716341331748e-01 -2.855746880791807385e+00 -3.340456064774229628e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.478168517546730957e+11 9.288618218776785278e+10 1.658345154670482635e+10 -2.851825876033091845e+04 8.059041315291437058e+03 7.388625279711241092e+02 4.330671234647786617e+07 8.086701280426659650e+02 1.439822023708194275e+11 1.399848538191569847e-01 9.978963357536493328e-01 -1.558444966087250805e+00 -5.874573198054508616e+00 2.390091546876592421e+00 0.000000000000000000e+00
0.000000000000000000e+00 -9.410666675005514526e+10 -4.624100561989436035e+11 4.686820117325222778e+10 4.763815177432535711e+04 -4.299120936551129489e+03 3.452251521768354223e+02 4.497383588213645667e+07 8.147278917540446628e+02 1.441701860044689941e+11 2.577206575694612756e-01 9.888550970930921613e-01 -2.964341980953014932e+00 -1.870040163040101122e+00 1.996442002159243501e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.098954523164627686e+11 1.050983164231310120e+11 2.171300852425236702e+09 -1.050258099873752872e+04 4.128466915947684174e+04 5.592137252046791218e+02 5.137835908053736389e+07 8.095230195359531535e+02 5.799506960086737061e+10 1.385124912006221176e-01 9.999961145243194682e-01 3.469166795557973693e+00 2.245130749018537042e+00 -5.514072541390586224e+00 0.000000000000000000e+00
0.000000000000000000e+00 -3.650482628490170898e+11 1.136886105849253693e+11 -1.192511062884438515e+10 -2.245181289876243682e+04 -3.761815394294816360e+04 7.447104437608786611e+02 1.920074191869815439e+07 7.689481780289572725e+02 3.494351254197155762e+10 3.786497785752341860e-01 9.976685853651416913e-01 5.083444243571683785e+00 -4.071771510191162236e-01 -4.512947193583283223e+00 0.000000000000000000e+00
0.000000000000000000e+00 7.084426870536828613e+10 -4.118560803347381592e+09 -1.241873949485680389e+10 8.541967426123101177e+03 1.147309206445756536e+04 2.178121413980855777e+03 6.532295940652684867e+07 8.356180420386009473e+02 5.513471270980514526e+10 8.713621156358682118e-02 9.983908863954197299e-01 -4.786430717356582321e-02 -1.318494664185100973e+00 -2.386250156129472444e+00 0.000000000000000000e+00
0.000000000000000000e+00 5.223816778715097046e+10 2.426689442215725708e+11 6.792976339135418701e+10 -1.940232922315791802e+04 2.126128087097882235e+04 1.953364808810679506e+03 4.577236826758807898e+07 8.218431910120121984e+02 9.614024633346743774e+10 9.056478819572741368e-02 9.649849747935812516e-01 -9.492037991112023398e-01 -2.089465599738614898e+00 -4.190590762082961440e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.600635055164840698e+10 1.468640791392128296e+11 -6.792803494094750214e+10 -2.249397782502254995e+04 -7.676285397513907810e+03 4.255631356082960792e+02 3.484477304002341628e+07 7.994831194850821703e+02 1.545915621706437988e+11 2.057067741325066257e-01 9.656459055494547306e-01 -4.075040554146811544e-01 -1.015687255953918289e+00 1.135171078183889959e+00 0.000000000000000000e+00
0.000000000000000000e+00 -5.019104417819633484e+10 -2.440011311590173950e+11 -3.747768246402194214e+10 4.058903660978884000e+04 4.908503531633868988e+02 -7.505420111442094822e+02 3.095083172192576528e+07 7.898491658976402050e+02 3.912435164415841675e+10 1.556927685193803534e-01 9.854725029279590709e-01 6.296010610436888477e-01 -8.075083199365540310e-01 6.527407776856528621e-01 0.000000000000000000e+00
0.000000000000000000e+00 -7.847139545731355286e+10 7.586805414544941711e+10 -2.201678818185756302e+10 3.518123748376459844e+03 1.605222626583321471e+04 -2.913360151416459303e+03 7.092904605014368892e+07 8.683438764355380499e+02 7.673898177505007935e+10 1.222842769096241233e-02 9.908042148828571927e-01 -4.636607128239640829e+00 7.414043404441861274e-01 5.434406660218810359e+00 0.000000000000000000e+00
0.000000000000000000e+00 3.427770098768770752e+11 1.876545400114700317e+10 -7.024664508458699036e+10 -2.474249673055648964e+04 2.442717777115898207e+04 -2.263268681346165067e+03 6.173031241899906099e+07 8.390253852227536981e+02 1.541567249608738708e+11 3.696816908728339790e-02 9.708402246459242324e-01 5.020946445079655263e+00 3.301637007520843881e+00 -3.179219011985468413e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.722235469343254089e+11 4.264625496735733032e+10 -8.236084330473576546e+09 -1.586496294884663075e+04 2.640294803904966466e+04 1.572298269921215251e+03 7.435215583199936152e+07 8.696100882366279166e+02 7.252470316277587891e+10 6.723096896575880832e-02 9.999930732922412968e-01 1.693390803966680069e-01 -3.677962895943445609e+00 -3.129683544338778045e+00 0.000000000000000000e+00
0.000000000000000000e+00 -1.117459201921851501e+11 2.422978487668623352e+10 4.672364458393953705e+10 -4.967719383554522210e+03 -8.756786525996192722e+03 -2.642328637078764132e+03 6.137548091370309889e+07 8.353124375128227257e+02 4.075614224676644897e+10 2.859113075003861248e-01 9.768788606335175873e-01 3.724511819439982219e+00 -5.739803995080428045e-01 7.105351871951843812e-01 0.000000000000000000e+00
0.000000000000000000e+00 1.099035050143336487e+11 9.034295663026551819e+10 -3.897198774698514557e+10 -2.186067191177979112e+03 -1.152938673509827640e+04 1.364909787046360634e+03 3.359753517964774370e+07 7.934611690440945040e+02 1.407789097140265808e+11 1.433631762999566239e-01 9.899992944169470066e-01 4.897611993453343970e+00 2.452690397831403857e+00 -2.243715674750276889e+00 0.000000000000000000e+00
0.000000000000000000e+00 5.388305642774519348e+10 2.565525132418929443e+11 1.177022305379670334e+10 -2.847795341873534562e+04 1.044261821207709181e+04 1.710179263664643486e+03 3.290637381158031523e+07 7.744153940578607944e+02 4.525777000703344727e+10 5.266988394465495216e-02 9.974828253832720426e-01 -3.496293141625558487e+00 4.724776161204937153e-01 2.321022791538358110e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.679444351349615479e+11 9.627330243720272827e+10 2.608955934713906765e+09 6.320395809492511034e+02 3.245206184372735515e+04 1.203720186448051663e+03 4.315798753715798259e+07 8.146612908608385624e+02 7.148944343748724365e+10 1.046172014140592799e-01 9.997940934359706988e-01 3.618060029011473056e+00 1.229609024453744537e+00 -5.603530280308730127e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.527381862442086792e+11 -1.451848915920477295e+11 1.149666146248666954e+10 1.030389106269017611e+04 4.135070811525839963e+04 2.722268213418208234e+03 4.565652838298807293e+07 7.904170299666899382e+02 8.526710571480975342e+10 5.975777449153048260e-02 9.933633477762602304e-01 -3.526720354574116811e+00 1.782756262924412027e+00 4.357106055426990920e+00 0.000000000000000000e+00
0.000000000000000000e+00 -1.510942736383055420e+11 2.318821216643895874e+11 1.840970462210227585e+10 -5.852165773619351239e+04 -2.661961612586125557e+04 4.742822886308341367e+03 3.260783924174017832e+07 8.051668981010054722e+02 1.929923429981054688e+10 2.855925793923348999e-01 9.830154264300065003e-01 2.361773294657741218e+00 1.896930824384116310e+00 -1.855424872835639061e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.616850638613004456e+11 3.715626815515746460e+11 -3.503274303101376534e+09 -3.902046064565255074e+04 2.871876081260009960e+04 6.488903470210109390e+02 6.634205407497549057e+07 8.425721234115957259e+02 1.097949983302830505e+11 1.342737617423429841e-01 9.999957936749634957e-01 2.025679315414160797e+00 -2.152100643233952226e+00 -1.428084644451241170e+00 0.000000000000000000e+00
0.000000000000000000e+00 5.857646263349301147e+10 2.497586958563919983e+11 -1.972287210047951508e+10 -1.333320443783376686e+04 2.172106376013992849e+04 -2.753331841855561834e+03 5.905918859378638864e+07 8.188022132829262318e+02 1.084828458073851318e+11 1.280169727017506642e-01 9.898972159459265008e-01 -1.918078131605890579e+00 -8.905861757597082207e-01 -2.326914729593979825e+00 0.000000000000000000e+00
0.000000000000000000e+00 -3.455819001909002686e+11 -3.338994677656369019e+11 3.282335076048345566e+09 1.976307075732718658e+04 -3.292526940143123647e+04 2.579897480854467631e+02 5.606160497562845051e+07 8.182548001578228423e+02 1.704181763975953979e+11 3.257696406289139479e-01 9.999439172401226594e-01 4.328557667901391959e+00 -3.108360432514175820e+00 -1.827004130808426607e+00 0.000000000000000000e+00
0.000000000000000000e+00 5.194246581460260010e+10 -5.398372374950005341e+10 -3.083532706586843872e+10 3.529115068953066839e+03 -5.204327217655634740e+03 -3.182322371101055523e+03 3.655956885587820411e+07 7.963009642669180721e+02 9.048197656137457275e+10 1.074221621567812424e-01 9.980475118779639221e-01 2.633820639851185419e+00 -1.530828503748191016e+00 4.871861494804662129e+00 0.000000000000000000e+00
0.000000000000000000e+00 -3.088409027375742798e+11 -2.139487983791910400e+11 -8.718615270347599030e+09 3.533688592139891989e+04 -3.979566123186287587e+04 -3.100550673874964218e+02 3.079213337725653872e+07 7.990346911197981399e+02 8.036219611143234253e+10 6.772381986070620530e-02 9.994053031216146854e-01 2.245983951192727535e+00 -3.451493367675900092e+00 2.524583996835470412e+00 0.000000000000000000e+00
0.000000000000000000e+00 4.169048210330957031e+10 2.890965189634136353e+11 1.008708220446984649e+09 -3.227294209594779386e+04 -3.016889909953468305e+03 -1.434194695382669806e+03 7.696197494483458996e+07 8.418142341564605431e+02 2.217948625298208618e+10 4.077441017855356620e-01 9.996459336884977454e-01 -4.367822753852834694e-02 2.314788338281975388e+00 8.539016212673811168e-01 0.000000000000000000e+00
0.000000000000000000e+00 4.421133661662434387e+10 1.009420209368181152e+11 3.263594908802890778e+09 2.505143777854991640e+03 -7.466308209902799717e+03 2.039304124330820514e+03 5.714197317113646865e+07 8.296639595941391008e+02 1.168991492640803223e+11 6.665400510051955330e-02 9.975897140528469098e-01 2.557779462568040341e+00 3.562869848409964568e+00 2.568736686117454315e+00 0.000000000000000000e+00
0.000000000000000000e+00 7.354599214348010254e+10 1.535299306596154785e+10 -2.619305949639699554e+10 9.248978751254464441e+03 8.518960620678843043e+03 2.248522149435358187e+03 1.976753638393624127e+07 7.708323434237677247e+02 4.734342635930728149e+10 1.169862429740592541e-01 9.934808380008580686e-01 2.345438924554146709e+00 -2.680125136541753328e+00 2.884315544651844032e+00 0.000000000000000000e+00
0.000000000000000000e+00 -8.931508345138128662e+10 -2.902326706935511475e+11 4.171899214931478119e+10 4.392973129314470862e+04 1.413562691765808268e+03 -2.132230190708203281e+03 2.278579735765462369e+07 7.710412463030056642e+02 9.009275487771844482e+10 1.095704112130027053e-01 9.859911759959291144e-01 2.079524947655265965e+00 -4.446660496033408627e+00 1.460552214283564965e+00 0.000000000000000000e+00
0.000000000000000000e+00 -1.584018548880716858e+11 -2.223264567965245361e+11 2.724935854055916786e+09 4.201994870883492695e+04 -2.018503417272406296e+04 -1.419833263385788541e+03 3.732743537161792815e+07 8.111271336585054996e+02 6.497916918273178101e+10 7.666780479044787988e-03 9.997646302784197747e-01 -2.045491662590182003e-02 -1.559553240210251435e+00 3.779707538280264068e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.472232467252019653e+11 -1.604907007077000427e+10 -6.389498059115927696e+09 1.051406047397249495e+02 3.659304200582562771e+04 -1.544415230015354609e+03 4.025741985306217521e+07 8.182282924817375260e+02 6.984142482618618774e+10 4.731584625841776803e-02 9.961896640787163415e-01 1.132460906352050101e+00 -2.267681586810565530e+00 2.503223433966230260e+00 0.000000000000000000e+00
0.000000000000000000e+00 -3.782835903293857422e+11 -2.667545073891146851e+10 4.965004630551610947e+09 3.959280943282426961e+03 -5.373145008087423048e+04 -4.608989943461675693e+02 4.741647920020117611e+07 8.074448682465922502e+02 8.303711750103643799e+10 3.039222289544407651e-02 9.996378363314586402e-01 2.773462588569286957e+00 -2.103782720135501716e+00 -2.552736961990561326e+00 0.000000000000000000e+00
0.000000000000000000e+00 -2.588719258489884033e+11 -2.122422165657367859e+11 -9.029777964578781128e+09 3.745472790989384521e+04 -2.863826787346389756e+04 -1.449195398011125235e+03 4.386867660186493397e+07 8.024559029935132912e+02 9.542317082811712646e+10 6.783802166732198768e-02 9.986190426203348514e-01 6.673111539592777586e-01 -4.810479826161396799e-01 3.262180244804621321e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.210612106044386749e+11 2.843679019775683594e+11 6.528172999315229416e+09 -2.719080356399181255e+04 3.511038435774161189e+04 1.119028042613424077e+03 7.368581399680089951e+07 8.776877095319198361e+02 1.179850388869185944e+11 1.909441173386045021e-02 9.997147840791713591e-01 3.110041387894482146e-01 7.251110878483006950e-01 -3.398713548500160719e+00 0.000000000000000000e+00
0.000000000000000000e+00 -1.769462343538513184e+10 2.250929967489955139e+11 -5.107486521534159088e+10 -1.716242003704920353e+04 2.020531529336552194e+04 2.580044492989791252e+03 3.369431343515088409e+07 8.075871136500829834e+02 7.317258134595980835e+10 2.697425475038693343e-01 9.860284490782343925e-01 -2.810111244262714969e+00 4.482670795260165875e+00 -4.390597447534023701e+00 0.000000000000000000e+00
0.000000000000000000e+00 7.235877719850682068e+10 -1.503805130350335083e+11 -1.276667756704401731e+09 2.960957629094407457e+04 3.658833852585084969e+02 -4.784992282294168945e+03 6.324024607335582376e+07 8.332938068401045939e+02 9.828130205094004822e+10 7.378770248071955806e-02 9.888509851357168978e-01 3.478913054208438993e+00 -5.845151227603102129e+00 6.007989849347228350e+00 0.000000000000000000e+00
0.000000000000000000e+00 -3.558904280075885010e+11 -7.639590167260858154e+10 -3.281107875153932571e+09 2.739610659469839084e+04 -4.092186335143728502e+04 -1.859527318282050373e+03 4.693881357636404783e+07 8.243705125758400527e+02 1.065359475492566223e+11 3.243571616900143839e-01 9.971826231797299434e-01 9.338441027270953931e-01 -3.878918275508709712e+00 5.535539512702288834e-01 0.000000000000000000e+00
0.000000000000000000e+00 -1.585078005943990784e+11 -3.060633785006005859e+11 -5.103354628397760391e+09 4.524437283722532447e+04 -9.091799850815932587e+02 -5.955530430753284236e+03 4.761868888668465614e+07 8.116266639313352016e+02 1.385759557722814026e+11 2.616390960614163319e-01 9.662021804732741082e-01 -2.448643801200405701e+00 2.041697500104410867e+00 -2.083363000223124040e+00 0.000000000000000000e+00
0.000000000000000000e+00 -5.310001954594184875e+09 -6.710890690736271667e+10 -3.724924999335936546e+09 -5.740512917389416543e+03 4.260023848950545471e+03 5.261674494400513140e+02 3.972221928606712818e+07 8.074107655376210460e+02 1.015230774415383301e+11 1.973758513810570103e-01 9.998292197799777403e-01 -6.441389484066064597e-01 3.247685657497215495e+00 -1.249052416311523306e+00 0.000000000000000000e+00
0.000000000000000000e+00 3.487246146528514099e+10 -3.967831570074546814e+10 -9.629945081154903412e+09 7.786898285654235224e+03 9.877885630290769768e+03 4.399965154464219268e+03 6.906313662916849554e+07 8.217923619831310589e+02 5.177934324187750244e+10 2.009134988721215376e-01 9.957571375223772669e-01 3.790395097645120615e+00 1.513869207617288382e+00 -1.379138469403587752e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.290348823128078003e+11 1.434373192507520752e+11 -1.560212280754751205e+09 -1.427653667218720875e+04 4.105225336898936075e+04 -5.711905933277137592e+03 5.340396675076942891e+07 8.227076742213297393e+02 7.533928197798651123e+10 3.122528876355257221e-02 9.982224702937269045e-01 5.669576373233233824e-01 1.328574727744338269e-01 -1.096275359200489241e-01 0.000000000000000000e+00
0.000000000000000000e+00 -4.196009546348262329e+11 -8.235013791992807007e+10 4.235117850335313797e+09 -1.182795523471277193e+04 -2.614704152203989361e+04 2.461397395921243515e+03 7.009468143824997544e+07 8.675140580943639179e+02 2.001041824486145020e+11 3.620017035565532559e-01 9.935828305974322427e-01 -4.330087571130779800e+00 3.290067800935244868e+00 3.141292818025522404e+00 0.000000000000000000e+00
0.000000000000000000e+00 7.256207587921569824e+09 -2.417478733897734375e+11 -1.318848932839586639e+10 2.832387336239419528e+04 2.138145816976322021e+04 -7.067945753316794253e+02 7.509935792717571557e+07 8.604654030526614861e+02 8.117588496907641602e+10 1.129331784419873308e-01 9.990921852502313572e-01 1.762242189503294476e+00 2.248236640984354828e+00 3.465965811983620526e+00 0.000000000000000000e+00
0.000000000000000000e+00 5.050546633566580200e+10 2.139993379098569336e+11 -2.986514125159173965e+10 1.563100246944402897e+03 -1.810494033946926356e+04 8.250493509431369148e+02 3.543717398308280110e+07 7.997553568620377291e+02 1.806261285330230713e+11 2.693301406661229302e-01 9.979703284460988977e-01 1.665793563337405470e+00 3.096445454826694643e+00 3.745880019559607588e-01 0.000000000000000000e+00
0.000000000000000000e+00 -3.766965700245955811e+11 -1.201552872880767822e+10 -1.025916019721854591e+10 3.170539683492012045e+03 -5.301795834433381242e+04 1.784028301820540037e+03 6.400687029532907903e+07 8.311003881061868697e+02 7.437658745410003662e+10 6.230514597073086996e-02 9.994944385564710210e-01 5.878127315170558198e-01 4.272972123076073991e+00 2.049725095037228328e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.113956670853392639e+11 -5.139360601272515869e+10 -7.906030442028517723e+09 -5.666318101331056823e+03 1.868424912888230756e+04 9.088989273188207108e+02 3.389763764855793118e+07 7.853498678605910754e+02 8.151854561793994141e+10 3.628951928482772316e-02 9.999963123327750836e-01 3.649494663971619701e-02 -3.108776913309952761e+00 3.149331668673250206e+00 0.000000000000000000e+00
0.000000000000000000e+00 -2.016968256346763916e+11 -3.088637165990879517e+11 2.714780695143534088e+10 4.622053145356931782e+04 -2.348576108223560732e+04 -2.130369920322847065e+03 2.081279545190399140e+07 7.855913704535813622e+02 7.421859551682382202e+10 6.018706287875245919e-02 9.886263145321274592e-01 2.486458163186460624e+00 -3.408521319000905159e+00 4.382925810777925646e-01 0.000000000000000000e+00
0.000000000000000000e+00 1.493369149579595032e+11 -4.847281903983755493e+10 -4.334559845965103912e+10 -4.828164565567316458e+03 2.450883885297624147e+04 -2.195200113880455774e+03 2.907393524549999833e+07 7.874618745950111816e+02 8.533528445100299072e+10 9.686011503922375976e-02 9.867149877493051058e-01 2.436985303362417810e+00 2.013103601847690882e+00 1.100306489606525107e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.075355175799332428e+11 9.793440885781271362e+10 -3.264582443500232697e+10 -1.830765880158622531e+04 -7.081347131833557796e+03 3.248649990474809215e+02 3.040558154437862337e+07 7.965937739964914499e+02 1.008160405695759888e+11 2.995111355880891030e-02 9.901992519744085008e-01 2.226355408493696952e+00 -1.928195568369712731e+00 -1.039815654293141156e+00 0.000000000000000000e+00
0.000000000000000000e+00 -2.360421100087627869e+11 2.764828044439263916e+10 1.145445615381287956e+10 -1.857267493486778403e+04 -1.946499272236046090e+04 4.288482671021498390e+03 7.342836330873340368e+07 8.401862361589802504e+02 1.900165020958993530e+10 3.746230979092772251e-01 9.848554900952599667e-01 -3.746490689221493753e+00 -6.071710624615453078e+00 3.007245504589454388e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.876841735354997253e+10 1.206197829096570740e+11 -2.754491632967572784e+10 3.900054453155400552e+03 2.058730497483907311e+04 7.017606860646826590e+02 3.616081406072377414e+07 7.950300289497670292e+02 4.698072992098870850e+10 3.720442156771061604e-01 9.895047399787716413e-01 4.297537498992289429e+00 5.621167407994300369e+00 -5.458628416074349232e+00 0.000000000000000000e+00
0.000000000000000000e+00 5.466460937052401733e+10 8.772614782154055786e+10 -2.042106428242578506e+09 6.785488624816352967e+03 2.056490275194514106e+04 -8.815669912188266608e+03 4.817971732570849359e+07 7.993951525774497213e+02 9.081263353784790039e+09 2.477198034325432119e-01 9.895266992107143444e-01 4.738788946897614096e+00 -9.104485025171449308e-02 -2.881553738406133824e+00 0.000000000000000000e+00
0.000000000000000000e+00 -2.835463591787101440e+11 -3.006608414534261475e+11 1.498234452236317062e+10 4.324387678289748146e+04 -2.690096133755599294e+04 -2.566116393711039564e+03 3.481328143190735579e+07 7.965630110831662023e+02 1.209274627295498352e+11 1.787050526830342434e-01 9.999993311625715586e-01 1.361286544899387163e+00 -1.505288064828065764e+00 2.064643941601087107e+00 0.000000000000000000e+00
0.000000000000000000e+00 -1.624041036629621582e+11 3.127936623792859497e+11 -6.406716098902713776e+09 -4.165553551488026278e+04 -9.858904536857306084e+03 -8.028573881153022285e+02 3.195263221760271862e+07 7.861322288885424996e+02 7.479721742229339600e+10 4.074109304494449857e-02 9.998163779877888846e-01 -6.561461537582529147e-01 4.529573080416906983e+00 -1.223998953025749792e+00 0.000000000000000000e+00
0.000000000000000000e+00 -5.551455664614155579e+10 -5.427630209531047821e+10 -1.712125043654876709e+10 6.976767445034118282e+03 1.160993005648544568e+04 -1.645027179375095329e+03 7.476935403373272717e+07 8.625211871228722202e+02 6.151892528875759888e+10 1.759261257281407864e-01 9.988431020063888166e-01 -1.763682330759426931e+00 -2.780931807344968476e+00 -6.515409023711935532e-01 0.000000000000000000e+00
0.000000000000000000e+00 -3.930542168220572510e+11 -5.585568799791413879e+10 3.645734230852705479e+09 7.380505152496089067e+03 -5.066804353633635037e+04 -1.001740712704091493e+03 6.338254442588409036e+07 8.421358058735609120e+02 8.056423245165881348e+10 7.737384344118562740e-02 9.995716319566501085e-01 6.981936669979056376e-01 -3.353814218258666102e+00 3.229201965428213583e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.172837141108375397e+11 -4.934684358388394165e+10 -6.085375507077177048e+09 3.299996925547839055e+03 1.990222256085741901e+04 -3.010870755926283437e+03 4.921662135609613359e+07 8.186349149717750606e+02 4.879838434511093140e+10 4.080932283150887074e-03 9.990753328733115168e-01 -3.309130521687505766e+00 -2.552006853002741771e-01 3.493872805114477842e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.917583470244848022e+11 -1.817705793605090332e+10 -4.242918527960300446e+09 -1.987448218741887831e+04 1.527335013762746166e+04 1.107261614883884022e+03 3.843692289300905913e+07 8.036506734927338584e+02 1.360214512036703491e+11 1.273530894496813226e-01 9.998414606228089863e-01 2.032622590475435809e-01 -2.351336273341431138e+00 2.787926325507406933e+00 0.000000000000000000e+00
